﻿UIC;Gare;Jour de la semaine;Horaire en jour normal;Horaire en jour férié
0087586693;Aiguillon;Jeudi;13:30-15:55;
0087586651;Tonneins;Mardi;13:45-17:30;14:00-18:55
0087586651;Tonneins;Dimanche;14:00-18:55;14:00-18:55
0087586545;Marmande;Samedi;06:20-21:00;08:30-22:10
0087586453;Monsempron-Libos;Lundi;05:30-20:40;07:45-21:30
0087586453;Monsempron-Libos;Dimanche;07:45-21:30;07:45-21:30
0087586438;Penne;Mardi;07:15-12:00;Fermé
0087586438;Penne;Jeudi;07:15-12:00;Fermé
0087586438;Penne;Vendredi;13:30-16:00;Fermé
0087586107;Port-Sainte-Marie;Lundi;13:30-16:10;
0087586008;Agen;Vendredi;05:05-23:40;07:00-23:05
0087584615;Saint-Seurin-sur-l'Isle;Lundi;14:10-18:00;
0087584516;Coutras;Jeudi;05:00-21:00;09:40-21:00
0087584516;Coutras;Vendredi;05:00-21:00;09:40-21:00
0087584441;Lalinde;Vendredi;13:30-15:55;
0087584268;Bergerac;Dimanche;08:15-23:40;08:15-23:40
0087584193;Sainte-Foy-la-Grande;Lundi;06:00-18:40;08:30-12:20
0087584193;Sainte-Foy-la-Grande;Jeudi;06:00-18:40;14:05-20:45
0087584136;Castillon;Lundi;06:10-11:25;12:45-19:00
0087584136;Castillon;Lundi;11:45-19:00;10:45-11:45
0087584136;Castillon;Lundi;11:45-19:00;12:45-19:00
0087584136;Castillon;Vendredi;06:10-11:25;10:45-11:45
0087584136;Castillon;Dimanche;10:45-11:45;10:45-11:45
0087584136;Castillon;Dimanche;10:45-11:45;12:45-19:00
0087584136;Castillon;Dimanche;12:45-19:00;12:45-19:00
0087584052;Libourne;Lundi;05:20-22:45;07:30-00:00
0087584052;Libourne;Dimanche;07:30-00:00;07:30-00:00
0087583849;Ruffec;Mardi;06:00-22:00;06:00-22:00
0087583427;La Rochefoucauld;Lundi;09:00-15:00;
0087583005;Angoulême;Mercredi;05:40-23:45;05:55-00:30
0087582866;La Réole;Mardi;06:30-12:00;13:00-19:30
0087582866;La Réole;Mercredi;06:30-12:00;13:00-19:30
0087582866;La Réole;Vendredi;06:30-12:00;13:00-19:30
0087582775;Langon;Mercredi;05:30-21:40;08:30-21:40
0087582700;Beautiran;Mercredi;07:50-12:00;
0087582700;Beautiran;Mercredi;15:00-18:00;
0087582700;Beautiran;Vendredi;07:50-12:00;
0087582668;Arcachon;Vendredi;04:45-00:00;08:15-23:30
0087582668;Arcachon;Dimanche;08:15-23:30;08:15-23:30
0087582643;La Teste;Lundi;07:00-18:30;11:00-18:30
0087582619;Gujan-Mestras;Lundi;06:30-13:45;14:00-18:30
0087582619;Gujan-Mestras;Mercredi;14:15-18:00;14:00-18:30
0087582619;Gujan-Mestras;Jeudi;14:15-18:00;14:00-18:30
0087582619;Gujan-Mestras;Vendredi;06:30-13:45;10:30-12:00
0087582619;Gujan-Mestras;Dimanche;10:30-12:00;10:30-12:00
0087582551;Labouheyre;Mardi;14:00-18:00;
0087582551;Labouheyre;Vendredi;12:45-20:00;
0087582536;Ychoux;Mardi;07:15-10:30;14:05-18:45
0087582536;Ychoux;Samedi;09:30-12:20;14:05-18:45
0087582536;Ychoux;Samedi;14:30-18:15;14:05-18:45
0087582445;Marcheprime;Lundi;06:15-13:25;
0087581751;Pessac;Dimanche;09:00-14:30;09:00-14:30
0087581728;Blanquefort;Samedi;08:00-20:20;08:00-20:20
0087581389;Le Verdon;Mardi;00:00-23:59;00:00-23:59
0087581371;Soulac-sur-Mer;Jeudi;00:00-23:59;00:00-23:59
0087581314;Lesparre;Lundi;06:40-14:00;12:20-18:10
0087581314;Lesparre;Mercredi;07:10-12:00;10:40-12:00
0087581314;Lesparre;Mercredi;13:45-16:10;12:20-18:10
0087581314;Lesparre;Jeudi;07:10-12:00;12:20-18:10
0087581314;Lesparre;Jeudi;13:45-16:10;10:40-12:00
0087581314;Lesparre;Vendredi;07:10-12:00;12:20-18:10
0087581314;Lesparre;Dimanche;10:40-12:00;10:40-12:00
0087581256;Pauillac;Samedi;08:15-19:00;08:15-19:00
0087576439;Avord;Mercredi;05:50-19:40;Fermé
0087576298;Châteauneuf-sur-Cher;Mardi;05:30-20:45;08:05-20:20
0087576298;Châteauneuf-sur-Cher;Dimanche;08:05-20:20;08:05-20:20
0087576207;Bourges;Mercredi;05:00-21:45;07:30-23:30
0087576207;Bourges;Jeudi;05:00-21:45;07:30-23:30
0087576009;Vierzon;Mercredi;05:45-21:00;10:00-22:30
0087576009;Vierzon;Dimanche;10:00-22:30;10:00-22:30
0087575142;Châtellerault;Vendredi;06:10-22:30;06:10-22:30
0087575001;Poitiers;Lundi;04:30-23:00;05:00-00:00
0087575001;Poitiers;Mercredi;05:00-23:00;05:00-00:00
0087575001;Poitiers;Vendredi;05:00-00:40;05:00-00:00
0087574475;Bléré la Croix;Vendredi;07:15-20:30;
0087574343;Amboise;Mardi;06:15-21:00;09:00-21:15
0087574319;Onzain - Chaumont-sur-Loire;Vendredi;14:00-18:20;
0087574319;Onzain - Chaumont-sur-Loire;Samedi;09:20-12:45;
0087574160;Beaugency;Lundi;05:45-12:45;07:45-12:25
0087574160;Beaugency;Jeudi;05:45-12:45;07:45-12:25
0087574160;Beaugency;Vendredi;05:45-12:45;07:45-12:25
0087574160;Beaugency;Dimanche;13:40-20:15;13:40-20:15
0087574137;Meung-sur-Loire;Samedi;08:55-16:00;13:35-20:20
0087571216;Vendôme - Villiers-sur-Loir;Dimanche;07:20-21:30;07:20-21:30
0087571000;Tours;Samedi;05:30-01:40;06:45-01:40
0087562421;Aulnat Aéroport;Mercredi;00:00-23:59;00:00-23:59
0087562421;Aulnat Aéroport;Jeudi;00:00-23:59;00:00-23:59
0087562421;Aulnat Aéroport;Dimanche;00:00-23:59;00:00-23:59
0087547307;Musée d'Orsay;Dimanche;04:30-23:30;04:30-23:30
0087547000;Paris Austerlitz;Mardi;04:30-01:00;04:30-01:00
0087547000;Paris Austerlitz;Jeudi;04:30-01:00;04:30-01:00
0087547000;Paris Austerlitz;Samedi;04:30-01:00;04:30-01:00
0087545731;Bonneval;Jeudi;06:15-20:35;
0087545731;Bonneval;Vendredi;06:15-20:35;
0087545657;Auneau;Dimanche;12:20-20:40;12:20-20:40
0087545301;Ivry-sur-Seine;Mercredi;05:00-01:10;05:00-01:10
0087545301;Ivry-sur-Seine;Jeudi;05:00-01:10;05:00-01:10
0087545301;Ivry-sur-Seine;Vendredi;05:00-01:10;05:00-01:10
0087545301;Ivry-sur-Seine;Dimanche;05:00-01:10;05:00-01:10
0087545293;Vitry-sur-Seine;Mardi;04:30-01:10;04:30-01:10
0087545285;Choisy-le-Roi;Lundi;04:30-01:10;04:30-01:10
0087545285;Choisy-le-Roi;Vendredi;04:30-01:10;04:30-01:10
0087543165;Salbris;Lundi;06:30-13:00;16:00-19:30
0087543165;Salbris;Mardi;06:30-13:00;09:15-14:15
0087543165;Salbris;Mardi;16:30-19:30;09:15-14:15
0087543165;Salbris;Mercredi;16:30-19:30;09:15-14:15
0087543165;Salbris;Jeudi;06:30-13:00;16:00-19:30
0087543165;Salbris;Vendredi;16:30-19:30;09:15-14:15
0087543140;Lamotte-Beuvron;Mardi;06:05-20:30;15:15-20:50
0087543140;Lamotte-Beuvron;Vendredi;06:05-20:30;15:15-20:50
0087543017;Les Aubrais;Dimanche;05:15-00:30;05:15-00:30
0087543009;Orléans;Jeudi;04:00-01:00;06:30-01:00
0087543009;Orléans;Dimanche;06:30-01:00;06:30-01:00
0087497461;Gallieni Cancéropôle;Samedi;00:00-23:59;00:00-23:59
0087492108;Les Ardoines;Lundi;05:00-00:45;05:00-00:45
0087492108;Les Ardoines;Vendredi;05:00-00:45;05:00-00:45
0087492108;Les Ardoines;Dimanche;05:00-00:45;05:00-00:45
0087491811;Saujon;Lundi;05:50-19:50;08:00-21:10
0087491811;Saujon;Dimanche;08:00-21:10;08:00-21:10
0087491803;Royan;Mercredi;05:15-23:30;08:15-23:45
0087491241;Saint-André-de-Cubzac;Mercredi;06:30-19:15;10:30-13:00
0087491241;Saint-André-de-Cubzac;Mercredi;06:30-19:15;14:00-18:45
0087491241;Saint-André-de-Cubzac;Vendredi;06:30-19:15;10:30-13:00
0087491241;Saint-André-de-Cubzac;Vendredi;06:30-19:15;14:00-18:45
0087491241;Saint-André-de-Cubzac;Samedi;14:00-18:45;14:00-18:45
0087491241;Saint-André-de-Cubzac;Dimanche;14:00-18:45;10:30-13:00
0087491209;Saint-Mariens - Saint-Yzan;Vendredi;05:50-21:30;15:10-21:20
0087491142;Jonzac;Lundi;08:30-18:00;12:45-15:30
0087491142;Jonzac;Samedi;08:55-18:00;12:45-15:30
0087491142;Jonzac;Dimanche;12:45-15:30;12:45-15:30
0087491001;Saintes;Jeudi;04:45-22:50;08:05-22:50
0087491001;Saintes;Dimanche;08:05-22:50;08:05-22:50
0087487249;Bressuire;Vendredi;05:30-21:55;15:30-21:55
0087487249;Bressuire;Samedi;09:15-12:15;15:30-21:55
0087486571;Saint-Gilles-Croix-de-Vie;Mercredi;05:25-18:45;09:20-20:00
0087486449;Les Sables-d'Olonne;Mercredi;05:00-19:00;07:00-19:50
0087486449;Les Sables-d'Olonne;Jeudi;05:00-19:00;07:00-19:50
0087486449;Les Sables-d'Olonne;Vendredi;05:00-19:00;07:00-19:50
0087486332;Chantonnay;Mercredi;06:10-19:50;16:40-19:50
0087486332;Chantonnay;Jeudi;06:10-19:50;16:40-19:50
0087486332;Chantonnay;Samedi;16:40-19:50;16:40-19:50
0087486332;Chantonnay;Dimanche;16:40-19:50;16:40-19:50
0087485490;Saint-Maixent-L'École;Jeudi;06:15-19:00;08:20-19:00
0087485490;Saint-Maixent-L'École;Vendredi;06:15-19:00;08:20-19:00
0087485490;Saint-Maixent-L'École;Dimanche;08:20-19:00;08:20-19:00
0087485300;Niort;Lundi;05:40-21:50;07:50-22:50
0087485144;Rochefort;Mardi;05:30-21:25;07:30-23:00
0087485110;Châtelaillon Plage;Mercredi;05:50-18:00;
0087485110;Châtelaillon Plage;Jeudi;05:50-18:00;
0087484337;La Possonnière;Mardi;06:00-20:00;08:30-23:00
0087484337;La Possonnière;Mercredi;06:00-20:00;08:30-23:00
0087484337;La Possonnière;Dimanche;08:30-23:00;08:30-23:00
0087484246;Chemillé;Vendredi;05:45-20:00;
0087484204;Chalonnes;Mardi;06:00-19:50;
0087484006;Angers Saint-Laud;Mardi;04:55-23:30;06:00-23:25
0087484006;Angers Saint-Laud;Jeudi;04:55-23:30;06:00-23:25
0087484006;Angers Saint-Laud;Vendredi;04:55-23:30;06:00-23:25
0087484006;Angers Saint-Laud;Samedi;05:50-22:40;06:00-23:25
0087481846;Pontchâteau;Lundi;07:00-14:15;
0087481838;Savenay;Mardi;05:00-23:00;07:00-23:00
0087481788;Le Croisic;Mercredi;05:10-20:00;
0087481762;Le Pouliguen;Vendredi;09:30-12:45;14:30-18:30
0087481762;Le Pouliguen;Vendredi;14:30-18:30;09:30-12:45
0087481762;Le Pouliguen;Dimanche;09:30-12:45;09:30-12:45
0087481762;Le Pouliguen;Dimanche;14:30-18:30;14:30-18:30
0087481754;La Baule-Escoublac;Jeudi;05:15-20:10;07:15-22:00
0087481754;La Baule-Escoublac;Dimanche;07:15-22:00;07:15-22:00
0087481747;Pornichet;Mercredi;07:45-20:00;
0087481705;Saint-Nazaire;Samedi;05:30-23:15;
0087481705;Saint-Nazaire;Dimanche;07:30-23:15;
0087481598;Nort-sur-Erdre;Jeudi;07:00-19:00;
0087481440;Clisson;Lundi;06:30-20:00;13:15-21:00
0087481440;Clisson;Mardi;06:30-20:00;13:15-21:00
0087481440;Clisson;Mercredi;06:30-20:00;13:15-21:00
0087481440;Clisson;Samedi;09:20-17:00;13:15-21:00
0087481390;Challans;Lundi;05:30-20:00;05:30-20:00
0087481390;Challans;Mercredi;05:30-20:00;05:30-20:00
0087481366;Machecoul;Lundi;07:30-19:15;
0087481366;Machecoul;Mardi;07:30-19:15;
0087481366;Machecoul;Mercredi;07:30-19:15;
0087481283;Pornic;Jeudi;06:15-20:45;09:30-21:15
0087481283;Pornic;Samedi;07:30-19:35;09:30-21:15
0087481226;Sainte-Pazanne;Mardi;05:30-22:00;09:30-21:15
0087481226;Sainte-Pazanne;Samedi;07:30-19:45;09:30-21:15
0087481200;Bouaye;Lundi;06:50-19:45;15:00-20:45
0087481200;Bouaye;Vendredi;06:50-19:45;15:00-20:45
0087481200;Bouaye;Samedi;11:00-16:45;15:00-20:45
0087481192;Ancenis;Dimanche;08:15-22:45;08:15-22:45
0087478404;Laval;Mardi;05:30-23:00;06:20-23:00
0087478164;Dinan;Mercredi;05:40-19:35;09:45-19:15
0087478073;Dol-de-Bretagne;Lundi;06:00-21:00;08:40-21:20
0087476606;Vannes;Jeudi;05:30-22:40;08:30-22:40
0087476606;Vannes;Dimanche;08:30-22:40;08:30-22:40
0087476606;Vannes;Mercredi;05:30-21:40;08:30-22:40
0087476317;Quimperlé;Lundi;07:10-12:35;12:00-19:15
0087476317;Quimperlé;Vendredi;14:00-17:40;12:00-19:15
0087476317;Quimperlé;Dimanche;12:00-19:15;12:00-19:15
0087476200;Auray;Mardi;05:50-21:50;09:40-22:50
0087476002;Lorient;Mardi;05:05-23:20;08:55-23:10
0087476002;Lorient;Mercredi;05:05-23:20;08:55-23:10
0087474338;Morlaix;Vendredi;05:35-00:10;09:15-23:35
0087474239;Landerneau;Dimanche;08:45-20:20;08:45-20:20
0087474098;Quimper;Dimanche;08:30-00:00;08:30-00:00
0087473868;Paimpol;Lundi;06:30-20:50;09:00-20:45
0087473868;Paimpol;Mardi;06:30-20:50;09:00-20:45
0087473868;Paimpol;Jeudi;06:30-20:50;09:00-20:45
0087473546;Callac;Jeudi;06:30-20:30;Fermé
0087473504;Carhaix;Mardi;06:20-21:55;11:50-12:30
0087473504;Carhaix;Mercredi;06:20-21:55;14:50-20:50
0087473504;Carhaix;Jeudi;06:20-21:55;14:50-20:50
0087473504;Carhaix;Dimanche;14:50-20:50;11:50-12:30
0087473223;Lannion;Lundi;05:30-19:30;09:15-22:00
0087473223;Lannion;Mercredi;05:30-19:30;09:15-22:00
0087473223;Lannion;Samedi;07:20-19:30;09:15-22:00
0087473181;Plouaret Trégor;Jeudi;04:55-22:00;09:45-23:00
0087473181;Plouaret Trégor;Vendredi;04:55-23:10;09:45-23:00
0087473181;Plouaret Trégor;Dimanche;09:45-23:00;09:45-23:00
0087473009;Saint-Brieuc;Lundi;04:10-22:30;08:45-23:30
0087473009;Saint-Brieuc;Jeudi;05:15-22:30;08:45-23:30
0087471508;Vitré;Vendredi;05:30-21:00;10:45-22:15
0087471334;Janzé;Lundi;06:30-19:20;Fermé
0087471334;Janzé;Mercredi;06:30-19:20;Fermé
0087471151;Guichen - Bourg-des-Comptes;Jeudi;10:00-20:00;
0087471060;L'Hermitage - Mordelles;Mercredi;14:00-18:15;Fermé
0087471060;L'Hermitage - Mordelles;Vendredi;14:00-18:15;Fermé
0087471003;Rennes;Vendredi;05:00-00:30;05:45-23:30
0087471003;Rennes;Samedi;05:45-23:30;05:45-23:30
0087448514;Avranches;Lundi;08:00-20:30;11:00-18:20
0087448514;Avranches;Mardi;08:00-20:30;11:00-18:20
0087448159;Vire;Lundi;08:45-12:30;11:00-18:00
0087448159;Vire;Mardi;08:45-12:30;11:00-18:00
0087448001;Flers;Vendredi;12:30-19:45;09:30-16:45
0087448001;Flers;Dimanche;09:30-16:45;09:30-16:45
0087447680;Granville;Samedi;05:15-23:20;06:15-23:20
0087447284;Valognes;Lundi;10:10-17:15;11:20-19:00
0087447284;Valognes;Jeudi;10:10-17:15;11:20-19:00
0087447284;Valognes;Vendredi;10:10-17:15;11:20-19:00
0087447243;Carentan;Mardi;06:00-18:30;11:40-19:20
0087447219;Lison;Mardi;06:00-23:45;08:15-23:45
0087447219;Lison;Mercredi;06:00-23:45;08:15-23:45
0087447110;Coutances;Vendredi;05:45-21:25;08:10-20:30
0087447110;Coutances;Dimanche;08:10-20:30;08:10-20:30
0087447003;Saint-Lô;Mercredi;05:35-20:05;07:30-20:05
0087447003;Saint-Lô;Vendredi;05:35-20:05;07:30-20:05
0087444877;Cherbourg;Vendredi;05:15-00:30;06:45-00:45
0087444711;Alençon;Lundi;05:20-21:45;06:25-21:10
0087444711;Alençon;Mercredi;05:55-21:45;06:25-21:10
0087444638;L'Aigle;Mardi;06:30-12:00;13:30-18:00
0087444638;L'Aigle;Mercredi;06:30-12:00;13:30-18:00
0087444638;L'Aigle;Dimanche;09:45-12:00;09:45-12:00
0087444638;L'Aigle;Dimanche;13:30-18:00;13:30-18:00
0087444562;Surdon;Lundi;04:30-22:00;06:05-21:40
0087444539;Argentan;Mardi;05:35-22:00;06:15-22:20
0087444539;Argentan;Mercredi;05:35-22:00;06:15-22:20
0087444414;Dives - Cabourg;Dimanche;13:10-20:00;13:10-20:00
0087444372;Trouville - Deauville;Mardi;06:20-21:45;07:20-21:10
0087444349;Pont-l'Évêque;Lundi;05:15-18:30;06:30-21:10
0087444349;Pont-l'Évêque;Mardi;05:15-18:30;06:30-21:10
0087444315;Serquigny;Lundi;05:40-20:30;15:00-19:45
0087444315;Serquigny;Mercredi;05:40-20:30;09:30-13:15
0087444315;Serquigny;Samedi;07:35-18:25;09:30-13:15
0087444299;Bernay;Samedi;10:00-12:30;10:00-20:00
0087444265;Lisieux;Lundi;05:10-22:30;07:50-22:30
0087444265;Lisieux;Mardi;05:10-22:30;07:50-22:30
0087444265;Lisieux;Jeudi;05:10-22:30;07:50-22:30
0087444208;Mézidon - Canon;Mardi;05:50-20:30;08:30-22:00
0087444208;Mézidon - Canon;Mercredi;05:50-20:30;08:30-22:00
0087444208;Mézidon - Canon;Samedi;06:45-20:15;08:30-22:00
0087444067;Bayeux;Vendredi;05:50-20:30;07:05-21:35
0087444000;Caen;Mercredi;04:15-23:20;07:15-01:00
0087444000;Caen;Jeudi;04:15-23:20;07:15-01:00
0087444000;Caen;Dimanche;07:15-01:00;07:15-01:00
0087439554;Vitrolles Aéroport Marseille Provence;Mercredi;11:45-18:45;11:45-18:45
0087439554;Vitrolles Aéroport Marseille Provence;Jeudi;11:45-18:45;11:45-18:45
0087439554;Vitrolles Aéroport Marseille Provence;Vendredi;11:45-18:45;11:45-18:45
0087439554;Vitrolles Aéroport Marseille Provence;Dimanche;11:45-18:45;11:45-18:45
0087415893;Bonnières;Jeudi;05:15-20:25;10:00-17:40
0087415893;Bonnières;Dimanche;10:00-17:40;10:00-17:40
0087415620;Gaillon - Aubevoye;Jeudi;05:25-20:30;11:15-19:15
0087415620;Gaillon - Aubevoye;Dimanche;11:15-19:15;11:15-19:15
0087415604;Vernon-Giverny;Lundi;05:35-21:05;08:45-20:55
0087413542;Fécamp;Jeudi;13:15-17:35;
0087413385;Yvetot;Lundi;05:30-21:00;08:15-21:30
0087413344;Bréauté - Beuzeville;Jeudi;05:25-21:30;08:10-21:30
0087413344;Bréauté - Beuzeville;Samedi;06:15-21:30;08:10-21:30
0087413013;Le Havre;Mardi;04:45-23:00;06:15-00:15
0087411207;Oissel;Mardi;06:45-19:15;11:00-19:15
0087411017;Rouen Rive Droite;Mardi;04:40-23:00;06:30-00:00
0087396606;Château-du-Loir;Jeudi;06:00-20:30;
0087396606;Château-du-Loir;Vendredi;06:00-22:30;
0087396549;Arnage;Mercredi;09:30-12:00;Fermé
0087396408;Sablé-sur-Sarthe;Lundi;06:00-20:50;
0087396325;La Ferté-Bernard;Lundi;14:00-16:35;
0087396309;Connerré - Beillé;Jeudi;06:50-13:50;
0087396002;Le Mans;Lundi;03:00-00:00;06:45-00:00
0087396002;Le Mans;Mardi;03:00-00:00;06:45-00:00
0087396002;Le Mans;Samedi;05:45-22:45;06:45-00:00
0087394452;Brou;Mercredi;06:00-18:00;
0087394452;Brou;Vendredi;06:00-18:00;
0087394296;Nogent-le-Rotrou;Mardi;05:40-19:55;08:00-21:35
0087394296;Nogent-le-Rotrou;Vendredi;05:40-19:55;08:00-21:35
0087394148;Saint-Piat;Vendredi;06:05-13:20;Fermé
0087394007;Chartres;Lundi;05:00-13:00;05:00-13:00
0087394007;Chartres;Mardi;05:00-13:00;05:00-13:00
0087394007;Chartres;Mercredi;05:00-13:00;05:00-13:00
0087394007;Chartres;Jeudi;05:00-13:00;05:00-13:00
0087394007;Chartres;Vendredi;14:00-22:00;05:00-13:00
0087394007;Chartres;Samedi;14:00-22:00;05:00-13:00
0087393702;Massy TGV;Mardi;06:10-21:25;
0087393702;Massy TGV;Mercredi;06:10-21:25;
0087393595;Verneuil-sur-Avre;Lundi;05:30-12:25;15:25-22:05
0087393595;Verneuil-sur-Avre;Lundi;12:45-18:15;15:25-22:05
0087393595;Verneuil-sur-Avre;Mercredi;07:45-12:00;15:25-22:05
0087393595;Verneuil-sur-Avre;Mercredi;13:40-17:00;15:25-22:05
0087393314;Rambouillet;Mercredi;06:00-13:00;06:00-13:00
0087393314;Rambouillet;Mercredi;13:30-21:00;13:30-21:00
0087393314;Rambouillet;Jeudi;06:00-13:00;13:30-21:00
0087393314;Rambouillet;Vendredi;13:30-21:00;06:00-13:00
0087393314;Rambouillet;Vendredi;13:30-21:00;13:30-21:00
0087393157;Versailles Château Rive Gauche;Vendredi;06:00-00:30;07:00-00:30
0087393033;Invalides;Lundi;04:50-23:25;04:50-23:25
0087393033;Invalides;Mercredi;04:50-23:25;04:50-23:25
0087391003;Paris Montparnasse;Samedi;05:00-01:15;05:00-01:15
0087386730;Aubergenville Élisabethville;Mercredi;06:10-01:15;06:10-01:15
0087386730;Aubergenville Élisabethville;Vendredi;06:10-01:15;06:10-01:15
0087386730;Aubergenville Élisabethville;Samedi;06:10-01:15;06:10-01:15
0087386649;Villennes-sur-Seine;Lundi;14:00-19:55;
0087386649;Villennes-sur-Seine;Mardi;06:25-12:50;
0087386649;Villennes-sur-Seine;Mercredi;14:00-19:55;
0087386409;Houilles - Carrières-sur-Seine;Samedi;04:30-02:00;04:30-02:00
0087386409;Houilles - Carrières-sur-Seine;Dimanche;04:30-02:00;04:30-02:00
0087384008;Paris Saint-Lazare;Jeudi;05:00-01:15;05:00-01:15
0087384008;Paris Saint-Lazare;Samedi;05:00-01:15;05:00-01:15
0087382358;Saint-Cloud;Vendredi;05:00-01:30;05:00-01:30
0087382218;La Défense;Jeudi;04:45-01:30;
0087381624;Bréval;Mercredi;15:35-20:55;16:50-22:05
0087381590;Mantes Station;Mardi;05:30-02:20;05:30-02:20
0087381244;Gisors;Mercredi;06:20-20:00;07:45-22:00
0087381244;Gisors;Jeudi;06:20-20:00;07:45-22:00
0087381020;Neuilly Porte Maillot;Lundi;05:10-00:40;05:10-00:40
0087345561;Caudry;Vendredi;12:00-19:00;
0087345520;Cambrai;Lundi;05:00-20:00;08:00-20:00
0087345314;Somain;Lundi;06:00-20:00;Fermé
0087345314;Somain;Mercredi;06:00-20:00;Fermé
0087345314;Somain;Vendredi;06:00-20:00;Fermé
0087345306;Montigny-en-Ostrevent;Mardi;12:00-19:00;
0087345157;Hénin-Beaumont;Jeudi;06:00-20:00;
0087345157;Hénin-Beaumont;Samedi;09:00-12:00;
0087345140;Billy-Montigny;Mercredi;06:30-12:00;
0087345025;Lens;Vendredi;04:30-22:30;07:30-21:35
0087345009;Douai;Jeudi;05:15-22:30;07:55-23:25
0087342584;Avion;Lundi;06:30-10:30;
0087342436;La Bassée;Mercredi;06:00-20:00;
0087342436;La Bassée;Vendredi;06:00-20:00;
0087342337;Saint-Pol-sur-Ternoise;Mercredi;05:15-20:45;08:15-20:50
0087342279;Isbergues;Lundi;06:00-13:00;
0087342279;Isbergues;Mercredi;06:00-13:00;
0087342238;Lillers;Lundi;11:30-18:30;
0087342238;Lillers;Mardi;06:00-09:00;
0087342139;Noeux;Lundi;11:30-18:30;
0087342139;Noeux;Vendredi;11:30-18:30;
0087342105;Bully - Grenay;Samedi;13:00-17:00;
0087342014;Arras;Mardi;05:25-23:30;07:30-22:55
0087342014;Arras;Jeudi;05:25-23:30;07:30-22:55
0087342014;Arras;Vendredi;05:25-23:30;07:30-22:55
0087342006;Béthune;Lundi;05:00-22:10;07:40-21:55
0087342006;Béthune;Mercredi;05:00-22:10;07:40-21:55
0087342006;Béthune;Jeudi;05:00-22:10;07:40-21:55
0087432906;Neuville Université;Samedi;06:30-21:30;06:30-21:30
0087328328;Bibliothèque François Mitterrand;Lundi;04:45-01:10;04:45-01:10
0087328328;Bibliothèque François Mitterrand;Mardi;04:45-01:10;04:45-01:10
0087324095;Futuroscope;Jeudi;07:00-21:00;07:00-21:00
0087319012;Aix-en-Provence TGV;Dimanche;05:30-01:15;05:30-01:15
0087318964;Avignon TGV;Mardi;05:00-00:00;05:45-00:00
0087318964;Avignon TGV;Jeudi;05:00-00:00;05:45-00:00
0087317529;Le Tréport - Mers-les-Bains;Lundi;05:15-22:00;06:15-23:15
0087317529;Le Tréport - Mers-les-Bains;Mercredi;05:15-22:00;06:15-23:15
0087317404;Rue;Mercredi;06:05-13:35;14:35-20:40
0087317404;Rue;Jeudi;06:05-13:35;14:35-20:40
0087317404;Rue;Samedi;14:20-18:40;14:35-20:40
0087317396;Noyelles-sur-Mer;Jeudi;06:05-13:35;14:35-20:40
0087317263;Calais;Mercredi;03:55-22:40;07:50-22:40
0087317263;Calais;Vendredi;03:55-22:40;07:50-22:40
0087313882;TGV Haute Picardie;Mardi;06:00-22:00;06:00-22:00
0087313882;TGV Haute Picardie;Mercredi;06:00-22:00;06:00-22:00
0087313882;TGV Haute Picardie;Vendredi;06:00-22:00;06:00-22:00
0087313882;TGV Haute Picardie;Samedi;06:00-22:00;06:00-22:00
0087313874;Amiens;Lundi;04:00-00:20;05:00-00:20
0087313874;Amiens;Mercredi;04:00-00:20;05:00-00:20
0087313759;Abancourt;Samedi;06:00-21:45;07:00-21:45
0087313759;Abancourt;Dimanche;07:00-21:45;07:00-21:45
0087313734;Grandvilliers;Lundi;06:00-19:45;
0087313734;Grandvilliers;Mercredi;06:00-19:45;
0087313700;Milly-sur-Thérain;Dimanche;06:35-21:10;06:35-21:10
0087313668;Méru;Jeudi;05:05-20:00;06:35-21:20
0087313510;Beauvais;Samedi;04:55-22:15;06:10-23:30
0087313437;Villers-Bretonneux;Lundi;06:00-09:00;
0087313098;Ailly-sur-Somme;Jeudi;06:15-13:30;
0087313098;Ailly-sur-Somme;Vendredi;06:15-13:30;
0087313080;Saint-Roch;Mercredi;05:20-21:15;
0087313072;Albert;Mercredi;13:40-20:55;13:25-20:40
0087313049;Longueau;Mardi;05:45-22:00;06:05-21:45
0087313049;Longueau;Jeudi;05:45-22:00;06:05-21:45
0087313049;Longueau;Samedi;05:50-21:45;06:05-21:45
0087300863;Besançon Franche-Comté TGV;Mercredi;05:45-23:15;07:30-23:00
0087300863;Besançon Franche-Comté TGV;Vendredi;05:45-23:15;07:30-23:00
0087296616;Chauny;Mercredi;04:55-19:50;13:40-20:45
0087296616;Chauny;Jeudi;04:55-19:50;13:40-20:45
0087296616;Chauny;Vendredi;04:55-19:50;13:40-20:45
0087296442;Tergnier;Dimanche;06:05-20:40;06:05-20:40
0087296269;Bohain;Mercredi;06:05-13:20;
0087296269;Bohain;Vendredi;06:05-13:20;
0087296244;Busigny;Lundi;05:00-12:30;13:15-20:30
0087296244;Busigny;Lundi;13:15-20:00;13:15-20:30
0087296244;Busigny;Mardi;05:00-12:30;07:30-12:30
0087296244;Busigny;Mardi;13:15-20:00;13:15-20:30
0087296244;Busigny;Samedi;06:00-12:30;07:30-12:30
0087296244;Busigny;Dimanche;07:30-12:30;07:30-12:30
0087296004;Saint-Quentin;Vendredi;04:30-22:00;04:30-22:00
